No,ENZY_ACC_ID,ENZYME,E3_GN,E3_Alias,E3_PN,SUB_ACC_ID,SUBSTRATE,SUB_GENE,SUB_Alias,SUB_PN,E3_ORGANISM,SUB_ORGANISM,PMID
1520,Q13490,BIRC2_HUMAN,BIRC2,BIRC2~~API1~~MIHB~~RNF48,Baculoviral IAP repeat-containing protein 2 ~~Cellular inhibitor of apoptosis 1~~C-IAP1~~IAP homolog B~~Inhibitor of apoptosis protein 2~~hIAP-2~~hIAP2~~RING finger protein 48~~RING-type E3 ubiquitin transferase BIRC2~~TNFR2-TRAF-signaling complex protein 2,Q13114,TRAF3_HUMAN,TRAF3,TRAF3~~CAP1~~CRAF1,TNF receptor-associated factor 3 ~~CAP-1~~CD40 receptor-associated factor 1~~CRAF1~~CD40-binding protein~~CD40BP~~LMP1-associated protein 1~~LAP1~~RING-type E3 ubiquitin transferase TRAF3,Homo sapiens (Human),Homo sapiens (Human),20097753
1521,Q13490,BIRC2_HUMAN,BIRC2,BIRC2~~API1~~MIHB~~RNF48,Baculoviral IAP repeat-containing protein 2 ~~Cellular inhibitor of apoptosis 1~~C-IAP1~~IAP homolog B~~Inhibitor of apoptosis protein 2~~hIAP-2~~hIAP2~~RING finger protein 48~~RING-type E3 ubiquitin transferase BIRC2~~TNFR2-TRAF-signaling complex protein 2,Q9Y4K3,TRAF6_HUMAN,TRAF6,TRAF6~~RNF85,TNF receptor-associated factor 6 ~~E3 ubiquitin-protein ligase TRAF6~~Interleukin-1 signal transducer~~RING finger protein 85~~RING-type E3 ubiquitin transferase TRAF6,Homo sapiens (Human),Homo sapiens (Human),20097753
1522,Q13489,BIRC3_HUMAN,BIRC3,BIRC3~~API2~~MIHC~~RNF49,Baculoviral IAP repeat-containing protein 3 ~~Apoptosis inhibitor 2~~API2~~Cellular inhibitor of apoptosis 2~~C-IAP2~~IAP homolog C~~Inhibitor of apoptosis protein 1~~hIAP-1~~hIAP1~~RING finger protein 49~~RING-type E3 ubiquitin transferase BIRC3~~TNFR2-TRAF-signaling complex protein 1,Q9Y4K3,TRAF6_HUMAN,TRAF6,TRAF6~~RNF85,TNF receptor-associated factor 6 ~~E3 ubiquitin-protein ligase TRAF6~~Interleukin-1 signal transducer~~RING finger protein 85~~RING-type E3 ubiquitin transferase TRAF6,Homo sapiens (Human),Homo sapiens (Human),20097753
1523,Q13489,BIRC3_HUMAN,BIRC3,BIRC3~~API2~~MIHC~~RNF49,Baculoviral IAP repeat-containing protein 3 ~~Apoptosis inhibitor 2~~API2~~Cellular inhibitor of apoptosis 2~~C-IAP2~~IAP homolog C~~Inhibitor of apoptosis protein 1~~hIAP-1~~hIAP1~~RING finger protein 49~~RING-type E3 ubiquitin transferase BIRC3~~TNFR2-TRAF-signaling complex protein 1,P42574,CASP3_HUMAN,CASP3,CASP3~~CPP32,Caspase-3 ~~CASP-3 ~~Apopain~~Cysteine protease CPP32~~CPP-32~~Protein Yama~~SREBP cleavage activity 1~~SCA-1 ,Homo sapiens (Human),Homo sapiens (Human),22199232
1524,Q13489,BIRC3_HUMAN,BIRC3,BIRC3~~API2~~MIHC~~RNF49,Baculoviral IAP repeat-containing protein 3 ~~Apoptosis inhibitor 2~~API2~~Cellular inhibitor of apoptosis 2~~C-IAP2~~IAP homolog C~~Inhibitor of apoptosis protein 1~~hIAP-1~~hIAP1~~RING finger protein 49~~RING-type E3 ubiquitin transferase BIRC3~~TNFR2-TRAF-signaling complex protein 1,P55210,CASP7_HUMAN,CASP7,CASP7~~MCH3,Caspase-7 ~~CASP-7 ~~Apoptotic protease Mch-3~~CMH-1~~ICE-like apoptotic protease 3~~ICE-LAP3 ,Homo sapiens (Human),Homo sapiens (Human),22199232
1525,P35226,BMI1_HUMAN,BMI1,BMI1~~PCGF4~~RNF51,Polycomb complex protein BMI-1 ~~Polycomb group RING finger protein 4~~RING finger protein 51,O75496,GEMI_HUMAN,GMNN,GMNN,Geminin,Homo sapiens (Human),Homo sapiens (Human),22199232
1526,Q7Z569,BRAP_HUMAN,BRAP,BRAP~~RNF52,BRCA1-associated protein ~~BRAP2~~Impedes mitogenic signal propagation~~IMP~~RING finger protein 52~~RING-type E3 ubiquitin transferase BRAP2~~Renal carcinoma antigen NY-REN-63,Q7Z569,BRAP_HUMAN,BRAP,BRAP~~RNF52,BRCA1-associated protein ~~BRAP2~~Impedes mitogenic signal propagation~~IMP~~RING finger protein 52~~RING-type E3 ubiquitin transferase BRAP2~~Renal carcinoma antigen NY-REN-63,Homo sapiens (Human),Homo sapiens (Human),23105109
1527,P38398,BRCA1_HUMAN,BRCA1,BRCA1~~RNF53,Breast cancer type 1 susceptibility protein ~~RING finger protein 53~~RING-type E3 ubiquitin transferase BRCA1,P0C0S8,H2A1_HUMAN,H2AC11,H2AC11~~H2AFP~~HIST1H2AG;~~H2AC13~~H2AFC~~HIST1H2AI;~~H2AC15~~H2AFD~~HIST1H2AK;~~H2AC16~~H2AFI~~HIST1H2AL;~~H2AC17~~H2AFN~~HIST1H2AM,Histone H2A type 1 ~~H2A.1~~Histone H2A/ptl,Homo sapiens (Human),Homo sapiens (Human),12431996
1528,P38398,BRCA1_HUMAN,BRCA1,BRCA1~~RNF53,Breast cancer type 1 susceptibility protein ~~RING finger protein 53~~RING-type E3 ubiquitin transferase BRCA1,Q96A08,H2B1A_HUMAN,H2BC1,H2BC1~~HIST1H2BA~~TSH2B,"Histone H2B type 1-A ~~Histone H2B, testis~~TSH2B.1~~hTSH2B~~Testis-specific histone H2B",Homo sapiens (Human),Homo sapiens (Human),22199232
1529,P38398,BRCA1_HUMAN,BRCA1,BRCA1~~RNF53,Breast cancer type 1 susceptibility protein ~~RING finger protein 53~~RING-type E3 ubiquitin transferase BRCA1,P38398,BRCA1_HUMAN,BRCA1,BRCA1~~RNF53,Breast cancer type 1 susceptibility protein ~~RING finger protein 53~~RING-type E3 ubiquitin transferase BRCA1,Homo sapiens (Human),Homo sapiens (Human),12431996
1530,P38398,BRCA1_HUMAN,BRCA1,BRCA1~~RNF53,Breast cancer type 1 susceptibility protein ~~RING finger protein 53~~RING-type E3 ubiquitin transferase BRCA1,P11388,TOP2A_HUMAN,TOP2A,TOP2A~~TOP2,"DNA topoisomerase 2-alpha ~~DNA topoisomerase II, alpha isozyme",Homo sapiens (Human),Homo sapiens (Human),22199232
1531,O75150,BRE1B_HUMAN,RNF40,RNF40~~BRE1B~~KIAA0661,E3 ubiquitin-protein ligase BRE1B ~~BRE1-B ~~95 kDa retinoblastoma-associated protein~~RBP95~~RING finger protein 40~~RING-type E3 ubiquitin transferase BRE1B,Q16623,STX1A_HUMAN,STX1A,STX1A~~STX1,Syntaxin-1A ~~Neuron-specific antigen HPC-1,Homo sapiens (Human),Homo sapiens (Human),22199232
1532,P22681,CBL_HUMAN,CBL,CBL~~CBL2~~RNF55,E3 ubiquitin-protein ligase CBL ~~Casitas B-lineage lymphoma proto-oncogene~~Proto-oncogene c-Cbl~~RING finger protein 55~~RING-type E3 ubiquitin transferase CBL~~Signal transduction protein CBL,P29322,EPHA8_HUMAN,EPHA8,EPHA8~~EEK~~HEK3~~KIAA1459,Ephrin type-A receptor 8 ~~EPH- and ELK-related kinase~~EPH-like kinase 3~~EK3~~hEK3~~Tyrosine-protein kinase receptor EEK,Homo sapiens (Human),Homo sapiens (Human),20100865
1533,P22681,CBL_HUMAN,CBL,CBL~~CBL2~~RNF55,E3 ubiquitin-protein ligase CBL ~~Casitas B-lineage lymphoma proto-oncogene~~Proto-oncogene c-Cbl~~RING finger protein 55~~RING-type E3 ubiquitin transferase CBL~~Signal transduction protein CBL,P06127,CD5_HUMAN,CD5,CD5~~LEU1,T-cell surface glycoprotein CD5 ~~Lymphocyte antigen T1/Leu-1~~CD antigen CD5,Homo sapiens (Human),Homo sapiens (Human),22199232
1534,P22681,CBL_HUMAN,CBL,CBL~~CBL2~~RNF55,E3 ubiquitin-protein ligase CBL ~~Casitas B-lineage lymphoma proto-oncogene~~Proto-oncogene c-Cbl~~RING finger protein 55~~RING-type E3 ubiquitin transferase CBL~~Signal transduction protein CBL,O95644,NFAC1_HUMAN,NFATC1,NFATC1~~NFAT2~~NFATC,"Nuclear factor of activated T-cells, cytoplasmic 1 ~~NF-ATc1~~NFATc1~~NFAT transcription complex cytosolic component~~NF-ATc~~NFATc",Homo sapiens (Human),Homo sapiens (Human),22199232
1535,P22681,CBL_HUMAN,CBL,CBL~~CBL2~~RNF55,E3 ubiquitin-protein ligase CBL ~~Casitas B-lineage lymphoma proto-oncogene~~Proto-oncogene c-Cbl~~RING finger protein 55~~RING-type E3 ubiquitin transferase CBL~~Signal transduction protein CBL,Q02763,TIE2_HUMAN,TEK,TEK~~TIE2~~VMCM~~VMCM1,Angiopoietin-1 receptor ~~Endothelial tyrosine kinase~~Tunica interna endothelial cell kinase~~Tyrosine kinase with Ig and EGF homology domains-2~~Tyrosine-protein kinase receptor TEK~~Tyrosine-protein kinase receptor TIE-2~~hTIE2~~p140 TEK~~CD antigen CD202b,Homo sapiens (Human),Homo sapiens (Human),23754070
1536,P22681,CBL_HUMAN,CBL,CBL~~CBL2~~RNF55,E3 ubiquitin-protein ligase CBL ~~Casitas B-lineage lymphoma proto-oncogene~~Proto-oncogene c-Cbl~~RING finger protein 55~~RING-type E3 ubiquitin transferase CBL~~Signal transduction protein CBL,P12318,FCG2A_HUMAN,FCGR2A,FCGR2A~~CD32~~FCG2~~FCGR2A1~~IGFR2,Low affinity immunoglobulin gamma Fc region receptor II-a ~~IgG Fc receptor II-a~~CDw32~~Fc-gamma RII-a~~Fc-gamma-RIIa~~FcRII-a~~CD antigen CD32,Homo sapiens (Human),Homo sapiens (Human),22199232
1537,P22681,CBL_HUMAN,CBL,CBL~~CBL2~~RNF55,E3 ubiquitin-protein ligase CBL ~~Casitas B-lineage lymphoma proto-oncogene~~Proto-oncogene c-Cbl~~RING finger protein 55~~RING-type E3 ubiquitin transferase CBL~~Signal transduction protein CBL,Q7Z698,SPRE2_HUMAN,SPRED2,SPRED2,"Sprouty-related, EVH1 domain-containing protein 2 ~~Spred-2",Homo sapiens (Human),Homo sapiens (Human),22199232
1538,P22681,CBL_HUMAN,CBL,CBL~~CBL2~~RNF55,E3 ubiquitin-protein ligase CBL ~~Casitas B-lineage lymphoma proto-oncogene~~Proto-oncogene c-Cbl~~RING finger protein 55~~RING-type E3 ubiquitin transferase CBL~~Signal transduction protein CBL,P09769,FGR_HUMAN,FGR,FGR~~SRC2,Tyrosine-protein kinase Fgr ~~Gardner-Rasheed feline sarcoma viral~~v-fgr oncogene homolog~~Proto-oncogene c-Fgr~~p55-Fgr~~p58-Fgr~~p58c-Fgr,Homo sapiens (Human),Homo sapiens (Human),12435267
1539,Q96J02,ITCH_HUMAN,ITCH,ITCH,E3 ubiquitin-protein ligase Itchy homolog ~~Itch ~~Atrophin-1-interacting protein 4~~AIP4~~HECT-type E3 ubiquitin transferase Itchy homolog~~NFE2-associated polypeptide 1~~NAPP1,O15357,SHIP2_HUMAN,INPPL1,INPPL1~~SHIP2,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 ~~Inositol polyphosphate phosphatase-like protein 1~~INPPL-1~~Protein 51C~~SH2 domain-containing inositol 5'-phosphatase 2~~SH2 domain-containing inositol phosphatase 2~~SHIP-2",Homo sapiens (Human),Homo sapiens (Human),22199232
1540,Q96J02,ITCH_HUMAN,ITCH,ITCH,E3 ubiquitin-protein ligase Itchy homolog ~~Itch ~~Atrophin-1-interacting protein 4~~AIP4~~HECT-type E3 ubiquitin transferase Itchy homolog~~NFE2-associated polypeptide 1~~NAPP1,Q15583,TGIF1_HUMAN,TGIF1,TGIF1~~TGIF,Homeobox protein TGIF1 ~~5'-TG-3'-interacting factor 1,Homo sapiens (Human),Homo sapiens (Human),22199232
1541,Q96J02,ITCH_HUMAN,ITCH,ITCH,E3 ubiquitin-protein ligase Itchy homolog ~~Itch ~~Atrophin-1-interacting protein 4~~AIP4~~HECT-type E3 ubiquitin transferase Itchy homolog~~NFE2-associated polypeptide 1~~NAPP1,O43353,RIPK2_HUMAN,RIPK2,RIPK2~~CARDIAK~~RICK~~RIP2~~UNQ277~~PRO314~~PRO34092,Receptor-interacting serine/threonine-protein kinase 2 ~~CARD-containing interleukin-1 beta-converting enzyme-associated kinase~~CARD-containing IL-1 beta ICE-kinase~~RIP-like-interacting CLARP kinase~~Receptor-interacting protein 2~~RIP-2~~Tyrosine-protein kinase RIPK2 ,Homo sapiens (Human),Homo sapiens (Human),19592251
1542,Q96J02,ITCH_HUMAN,ITCH,ITCH,E3 ubiquitin-protein ligase Itchy homolog ~~Itch ~~Atrophin-1-interacting protein 4~~AIP4~~HECT-type E3 ubiquitin transferase Itchy homolog~~NFE2-associated polypeptide 1~~NAPP1,Q9Y371,SHLB1_HUMAN,SH3GLB1,SH3GLB1~~KIAA0491~~CGI-61,Endophilin-B1 ~~Bax-interacting factor 1~~Bif-1~~SH3 domain-containing GRB2-like protein B1,Homo sapiens (Human),Homo sapiens (Human),22199232
1543,Q96J02,ITCH_HUMAN,ITCH,ITCH,E3 ubiquitin-protein ligase Itchy homolog ~~Itch ~~Atrophin-1-interacting protein 4~~AIP4~~HECT-type E3 ubiquitin transferase Itchy homolog~~NFE2-associated polypeptide 1~~NAPP1,Q9UM47,NOTC3_HUMAN,NOTCH3,NOTCH3,Neurogenic locus notch homolog protein 3 ~~Notch 3 ,Homo sapiens (Human),Homo sapiens (Human),22199232
1544,Q9P0N8,MARH2_HUMAN,MARCHF2,MARCHF2~~MARCH2~~RNF172~~HSPC240,E3 ubiquitin-protein ligase MARCHF2 ~~Membrane-associated RING finger protein 2~~Membrane-associated RING-CH protein II~~MARCH-II~~RING finger protein 172~~RING-type E3 ubiquitin transferase MARCHF2,Q12959,DLG1_HUMAN,DLG1,DLG1,Disks large homolog 1 ~~Synapse-associated protein 97~~SAP-97~~SAP97~~hDlg,Homo sapiens (Human),Homo sapiens (Human),22199232
1545,Q9P2E8,MARH4_HUMAN,MARCHF4,MARCHF4~~KIAA1399~~MARCH4~~RNF174,E3 ubiquitin-protein ligase MARCHF4 ~~Membrane-associated RING finger protein 4~~Membrane-associated RING-CH protein IV~~MARCH-IV~~RING finger protein 174~~RING-type E3 ubiquitin transferase MARCHF4,P01911,DRB_HUMAN,HLA-DRB1,HLA-DRB1,"HLA class II histocompatibility antigen, DRB1 beta chain ~~Human leukocyte antigen DRB1~~HLA-DRB1",Homo sapiens (Human),Homo sapiens (Human),22199232
1546,Q9NX47,MARH5_HUMAN,MARCHF5,MARCHF5~~MARCH5~~RNF153,E3 ubiquitin-protein ligase MARCHF5 ~~Membrane-associated RING finger protein 5~~Membrane-associated RING-CH protein V~~MARCH-V~~Mitochondrial ubiquitin ligase~~MITOL~~RING finger protein 153~~RING-type E3 ubiquitin transferase MARCHF5,P46939,UTRO_HUMAN,UTRN,UTRN~~DMDL~~DRP1,Utrophin ~~Dystrophin-related protein 1~~DRP-1,Homo sapiens (Human),Homo sapiens (Human),22199232
1547,Q5T0T0,MARH8_HUMAN,MARCHF8,MARCHF8~~MARCH8~~MIR~~RNF178,E3 ubiquitin-protein ligase MARCHF8 ~~Cellular modulator of immune recognition~~c-MIR~~Membrane-associated RING finger protein 8~~Membrane-associated RING-CH protein VIII~~MARCH-VIII~~RING finger protein 178~~RING-type E3 ubiquitin transferase MARCHF8,P54252,ATX3_HUMAN,ATXN3,ATXN3~~ATX3~~MJD~~MJD1~~SCA3,Ataxin-3 ~~Machado-Joseph disease protein 1~~Spinocerebellar ataxia type 3 protein,Homo sapiens (Human),Homo sapiens (Human),22199232
1548,Q5T0T0,MARH8_HUMAN,MARCHF8,MARCHF8~~MARCH8~~MIR~~RNF178,E3 ubiquitin-protein ligase MARCHF8 ~~Cellular modulator of immune recognition~~c-MIR~~Membrane-associated RING finger protein 8~~Membrane-associated RING-CH protein VIII~~MARCH-VIII~~RING finger protein 178~~RING-type E3 ubiquitin transferase MARCHF8,P00441,SODC_HUMAN,SOD1,SOD1,Superoxide dismutase [Cu-Zn] ~~Superoxide dismutase 1~~hSod1,Homo sapiens (Human),Homo sapiens (Human),22199232
1549,Q5T0T0,MARH8_HUMAN,MARCHF8,MARCHF8~~MARCH8~~MIR~~RNF178,E3 ubiquitin-protein ligase MARCHF8 ~~Cellular modulator of immune recognition~~c-MIR~~Membrane-associated RING finger protein 8~~Membrane-associated RING-CH protein VIII~~MARCH-VIII~~RING finger protein 178~~RING-type E3 ubiquitin transferase MARCHF8,P04233,HG2A_HUMAN,CD74,CD74~~DHLAG,HLA class II histocompatibility antigen gamma chain ~~HLA-DR antigens-associated invariant chain~~Ia antigen-associated invariant chain~~Ii~~p33~~CD antigen CD74 ,Homo sapiens (Human),Homo sapiens (Human),22199232
1550,Q5T0T0,MARH8_HUMAN,MARCHF8,MARCHF8~~MARCH8~~MIR~~RNF178,E3 ubiquitin-protein ligase MARCHF8 ~~Cellular modulator of immune recognition~~c-MIR~~Membrane-associated RING finger protein 8~~Membrane-associated RING-CH protein VIII~~MARCH-VIII~~RING finger protein 178~~RING-type E3 ubiquitin transferase MARCHF8,P08684,CP3A4_HUMAN,CYP3A4,CYP3A4~~CYP3A3,"Cytochrome P450 3A4 ~~1,4-cineole 2-exo-monooxygenase~~1,8-cineole 2-exo-monooxygenase ~~Albendazole monooxygenase~~sulfoxide-forming ~~Albendazole sulfoxidase~~CYPIIIA3~~CYPIIIA4~~Cholesterol 25-hydroxylase~~Cytochrome P450 3A3~~Cytochrome P450 HLp~~Cytochrome P450 NF-25~~Cytochrome P450-PCN1~~Nifedipine oxidase~~Quinine 3-monooxygenase ",Homo sapiens (Human),Homo sapiens (Human),22199232
1551,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,Q13761,RUNX3_HUMAN,RUNX3,RUNX3~~AML2~~CBFA3~~PEBP2A3,Runt-related transcription factor 3 ~~Acute myeloid leukemia 2 protein~~Core-binding factor subunit alpha-3~~CBF-alpha-3~~Oncogene AML-2~~Polyomavirus enhancer-binding protein 2 alpha C subunit~~PEA2-alpha C~~PEBP2-alpha C~~SL3-3 enhancer factor 1 alpha C subunit~~SL3/AKV core-binding factor alpha C subunit,Homo sapiens (Human),Homo sapiens (Human),22199232
1552,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,P41181,AQP2_HUMAN,AQP2,AQP2,Aquaporin-2 ~~AQP-2~~ADH water channel~~Aquaporin-CD~~AQP-CD~~Collecting duct water channel protein~~WCH-CD~~Water channel protein for renal collecting duct,Homo sapiens (Human),Homo sapiens (Human),22199232
1553,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,Q9UER7,DAXX_HUMAN,DAXX,DAXX~~BING2~~DAP6,Death domain-associated protein 6 ~~Daxx~~hDaxx~~ETS1-associated protein 1~~EAP1~~Fas death domain-associated protein,Homo sapiens (Human),Homo sapiens (Human),20153724
1554,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,Q9Y2R9,RT07_HUMAN,MRPS7,MRPS7,"28S ribosomal protein S7, mitochondrial ~~MRP-S7~~S7mt~~Mitochondrial small ribosomal subunit protein uS7m~~bMRP-27a~~bMRP27a",Homo sapiens (Human),Homo sapiens (Human),22199232
1555,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,O94992,HEXI1_HUMAN,HEXIM1,HEXIM1~~CLP1~~EDG1~~HIS1~~MAQ1,Protein HEXIM1 ~~Cardiac lineage protein 1~~Estrogen down-regulated gene 1 protein~~Hexamethylene bis-acetamide-inducible protein 1~~Menage a quatre protein 1,Homo sapiens (Human),Homo sapiens (Human),19617712
1556,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,Q9BVP2,GNL3_HUMAN,GNL3,GNL3~~E2IG3~~NS,Guanine nucleotide-binding protein-like 3 ~~E2-induced gene 3 protein~~Novel nucleolar protein 47~~NNP47~~Nucleolar GTP-binding protein 3~~Nucleostemin,Homo sapiens (Human),Homo sapiens (Human),22199232
1557,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,Q15849,UT2_HUMAN,SLC14A2,SLC14A2~~HUT2~~UT2,"Urea transporter 2 ~~Solute carrier family 14 member 2~~Urea transporter, kidney",Homo sapiens (Human),Homo sapiens (Human),22199232
1558,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,P24864,CCNE1_HUMAN,CCNE1,CCNE1~~CCNE,G1/S-specific cyclin-E1,Homo sapiens (Human),Homo sapiens (Human),22199232
1559,Q969V5,MUL1_HUMAN,MUL1,MUL1~~C1orf166~~GIDE~~MAPL~~MULAN~~RNF218,Mitochondrial ubiquitin ligase activator of NFKB 1 ~~E3 SUMO-protein ligase MUL1~~E3 ubiquitin-protein ligase MUL1~~Growth inhibition and death E3 ligase~~Mitochondrial-anchored protein ligase~~MAPL~~Putative NF-kappa-B-activating protein 266~~RING finger protein 218~~RING-type E3 ubiquitin transferase NFKB 1,Q969V5,MUL1_HUMAN,MUL1,MUL1~~C1orf166~~GIDE~~MAPL~~MULAN~~RNF218,Mitochondrial ubiquitin ligase activator of NFKB 1 ~~E3 SUMO-protein ligase MUL1~~E3 ubiquitin-protein ligase MUL1~~Growth inhibition and death E3 ligase~~Mitochondrial-anchored protein ligase~~MAPL~~Putative NF-kappa-B-activating protein 266~~RING finger protein 218~~RING-type E3 ubiquitin transferase NFKB 1,Homo sapiens (Human),Homo sapiens (Human),22199232
1560,Q96PU5,NED4L_HUMAN,NEDD4L,NEDD4L~~KIAA0439~~NEDL3,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,Q8WXF1,PSPC1_HUMAN,PSPC1,PSPC1~~PSP1,Paraspeckle component 1 ~~Paraspeckle protein 1,Homo sapiens (Human),Homo sapiens (Human),22199232
1561,Q96PU5,NED4L_HUMAN,NEDD4L,NEDD4L~~KIAA0439~~NEDL3,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,O00213,APBB1_HUMAN,APBB1,APBB1~~FE65~~RIR,Amyloid-beta A4 precursor protein-binding family B member 1 ~~Protein Fe65,Homo sapiens (Human),Homo sapiens (Human),22199232
1562,Q96PU5,NED4L_HUMAN,NEDD4L,NEDD4L~~KIAA0439~~NEDL3,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,P43003,EAA1_HUMAN,SLC1A3,SLC1A3~~EAAT1~~GLAST~~GLAST1,Excitatory amino acid transporter 1 ~~Sodium-dependent glutamate/aspartate transporter 1~~GLAST-1~~Solute carrier family 1 member 3,Homo sapiens (Human),Homo sapiens (Human),22199232
1563,Q96PU5,NED4L_HUMAN,NEDD4L,NEDD4L~~KIAA0439~~NEDL3,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,P22001,KCNA3_HUMAN,KCNA3,KCNA3~~HGK5,Potassium voltage-gated channel subfamily A member 3 ~~HGK5~~HLK3~~HPCN3~~Voltage-gated K+ channel HuKIII~~Voltage-gated potassium channel subunit Kv1.3,Homo sapiens (Human),Homo sapiens (Human),22199232
1564,Q86WC4,OSTM1_HUMAN,OSTM1,OSTM1~~GL~~HSPC019~~UNQ6098~~PRO21201,Osteopetrosis-associated transmembrane protein 1 ~~Chloride channel 7 beta subunit,P08754,GNAI3_HUMAN,GNAI3,GNAI3,Guanine nucleotide-binding protein G~~i subunit alpha~~Gi alpha-3,Homo sapiens (Human),Homo sapiens (Human),22199232
1565,Q9BSM1,PCGF1_HUMAN,PCGF1,PCGF1~~NSPC1~~RNF68,Polycomb group RING finger protein 1 ~~Nervous system Polycomb-1~~NSPc1~~RING finger protein 68,P0C0S8,H2A1_HUMAN,H2AC11,H2AC11~~H2AFP~~HIST1H2AG;~~H2AC13~~H2AFC~~HIST1H2AI;~~H2AC15~~H2AFD~~HIST1H2AK;~~H2AC16~~H2AFI~~HIST1H2AL;~~H2AC17~~H2AFN~~HIST1H2AM,Histone H2A type 1 ~~H2A.1~~Histone H2A/ptl,Homo sapiens (Human),Homo sapiens (Human),22199232
1566,O60683,PEX10_HUMAN,PEX10,PEX10~~RNF69,Peroxisome biogenesis factor 10 ~~Peroxin-10~~Peroxisomal biogenesis factor 10~~Peroxisome assembly protein 10~~RING finger protein 69,P50542,PEX5_HUMAN,PEX5,PEX5~~PXR1,Peroxisomal targeting signal 1 receptor ~~PTS1 receptor~~PTS1R~~PTS1-BP~~Peroxin-5~~Peroxisomal C-terminal targeting signal import receptor~~Peroxisome receptor 1,Homo sapiens (Human),Homo sapiens (Human),22199232
1567,Q8NG27,PJA1_HUMAN,PJA1,PJA1~~RNF70,E3 ubiquitin-protein ligase Praja-1 ~~Praja1 ~~RING finger protein 70~~RING-type E3 ubiquitin transferase Praja-1,P32519,ELF1_HUMAN,ELF1,ELF1,ETS-related transcription factor Elf-1 ~~E74-like factor 1,Homo sapiens (Human),Homo sapiens (Human),22199232
1568,Q8NG27,PJA1_HUMAN,PJA1,PJA1~~RNF70,E3 ubiquitin-protein ligase Praja-1 ~~Praja1 ~~RING finger protein 70~~RING-type E3 ubiquitin transferase Praja-1,P84022,SMAD3_HUMAN,SMAD3,SMAD3~~MADH3,Mothers against decapentaplegic homolog 3 ~~MAD homolog 3~~Mad3~~Mothers against DPP homolog 3~~hMAD-3~~JV15-2~~SMAD family member 3~~SMAD 3~~Smad3~~hSMAD3,Homo sapiens (Human),Homo sapiens (Human),22199232
1569,O43164,PJA2_HUMAN,PJA2,PJA2~~KIAA0438~~RNF131,E3 ubiquitin-protein ligase Praja-2 ~~Praja2 ~~RING finger protein 131~~RING-type E3 ubiquitin transferase Praja-2,O43164,PJA2_HUMAN,PJA2,PJA2~~KIAA0438~~RNF131,E3 ubiquitin-protein ligase Praja-2 ~~Praja2 ~~RING finger protein 131~~RING-type E3 ubiquitin transferase Praja-2,Homo sapiens (Human),Homo sapiens (Human),22199232
